bucket,source,blocker_class,events,targets
2026-05-19T16:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T17:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-20T08:00:00Z,PR controller,resource/discovery reserve,1,PR07C/HOLD-07C
2026-05-20T08:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T08:30:00Z,PR controller,consumed owner evidence,1,PR07C/HOLD-07C
2026-05-20T08:30:00Z,PR controller,resource/discovery reserve,9,PR07C/HOLD-07C
2026-05-20T08:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T09:00:00Z,PR controller,resource/discovery reserve,9,PR07C/HOLD-07C
2026-05-20T09:30:00Z,PR controller,consumed owner evidence,8,PR07C/HOLD-07C
2026-05-20T09:30:00Z,PR controller,single-flight/concurrency,1,PR07C/HOLD-07C
2026-05-20T09:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T10:00:00Z,PR controller,consumed owner evidence,10,PR07C/HOLD-07C
2026-05-20T10:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T10:30:00Z,PR controller,consumed owner evidence,9,PR07C/HOLD-07C
2026-05-20T10:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T11:00:00Z,PR controller,consumed owner evidence,9,PR07C/HOLD-07C
2026-05-20T11:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T11:30:00Z,PR controller,consumed owner evidence,10,PR07C/HOLD-07C
2026-05-20T11:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T12:00:00Z,PR controller,consumed owner evidence,10,PR07C/HOLD-07C
2026-05-20T12:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T12:30:00Z,PR controller,consumed owner evidence,10,PR07C/HOLD-07C
2026-05-20T12:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T13:00:00Z,PR controller,consumed owner evidence,7,PR07C/HOLD-07C
2026-05-20T13:00:00Z,critical-path launches,seed reducer/final-stack,2,pr17-1020002; seed-5200005-reducer
2026-05-20T13:30:00Z,PR controller,consumed owner evidence,9,PR07C/HOLD-07C
2026-05-20T13:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T13:30:00Z,critical-path launches,seed reducer/final-stack,1,pr17-1020002
2026-05-20T14:00:00Z,PR controller,consumed owner evidence,9,PR07C/HOLD-07C
2026-05-20T14:30:00Z,PR controller,consumed owner evidence,10,PR07C/HOLD-07C
2026-05-20T14:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T15:00:00Z,PR controller,consumed owner evidence,7,PR07C/HOLD-07C
2026-05-20T15:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T15:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T16:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T17:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T17:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T18:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T18:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T19:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T19:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T20:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T20:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T21:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T21:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-20T22:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T22:30:00Z,critical-path launches,benchmark canary/exact-stack,3,benchmark-canary-fuzzer-gap
2026-05-20T23:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-20T23:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T00:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T00:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T01:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T03:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T03:30:00Z,critical-path launches,benchmark canary/exact-stack,3,benchmark-canary-fuzzer-gap
2026-05-21T04:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T04:30:00Z,critical-path launches,benchmark canary/exact-stack,3,benchmark-canary-fuzzer-gap
2026-05-21T05:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T05:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T06:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T07:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T08:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T09:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T09:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T10:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T10:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T11:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T11:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T12:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T12:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T13:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T13:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T14:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T14:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T15:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T15:30:00Z,critical-path launches,benchmark canary/exact-stack,3,benchmark-canary-fuzzer-gap
2026-05-21T16:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T19:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T20:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T20:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T21:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-21T22:00:00Z,PR controller,consumed owner evidence,8,PR07C/HOLD-07C
2026-05-21T22:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T22:00:00Z,critical-path launches,seed reducer/final-stack,3,pr17-1020002; seed-5200005-reducer
2026-05-21T22:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-21T22:30:00Z,critical-path launches,seed reducer/final-stack,3,seed-5200005-reducer; seed-1060015-reducer
2026-05-21T23:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-21T23:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-21T23:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-21T23:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-21T23:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T00:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T00:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T00:30:00Z,PR controller,consumed owner evidence,16,PR07C/HOLD-07C
2026-05-22T00:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T00:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T01:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T01:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T01:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T01:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T01:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T01:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T02:00:00Z,PR controller,consumed owner evidence,12,PR07C/HOLD-07C
2026-05-22T02:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T02:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T02:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T02:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T02:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T03:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T03:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T03:00:00Z,critical-path launches,seed reducer/final-stack,1,seed-5200005-reducer
2026-05-22T03:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T03:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T03:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T04:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T04:00:00Z,critical-path launches,benchmark canary/exact-stack,3,benchmark-canary-fuzzer-gap
2026-05-22T04:30:00Z,PR controller,consumed owner evidence,9,PR07C/HOLD-07C
2026-05-22T04:30:00Z,critical-path launches,benchmark canary/exact-stack,3,benchmark-canary-fuzzer-gap
2026-05-22T04:30:00Z,critical-path launches,critical-path launch,2,unknown
2026-05-22T04:30:00Z,critical-path launches,seed reducer/final-stack,3,seed-5200005-reducer
2026-05-22T05:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T05:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T05:00:00Z,critical-path launches,critical-path launch,2,unknown
2026-05-22T05:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T05:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T05:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T05:30:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T05:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T06:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T06:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T06:00:00Z,critical-path launches,critical-path launch,2,unknown
2026-05-22T06:00:00Z,critical-path launches,seed reducer/final-stack,1,seed-5200005-reducer
2026-05-22T06:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T06:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T06:30:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T06:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T07:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T07:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T07:00:00Z,critical-path launches,critical-path launch,2,unknown
2026-05-22T07:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T07:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T07:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T07:30:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T07:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T08:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T08:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T08:00:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T08:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T08:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T08:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T08:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T09:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T09:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T09:00:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T09:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T09:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T09:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T10:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T10:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T10:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T10:30:00Z,critical-path launches,seed reducer/final-stack,1,seed-5200005-reducer
2026-05-22T11:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T11:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T11:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T11:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T12:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T12:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T12:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T12:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T12:30:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T12:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T13:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T13:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T13:00:00Z,critical-path launches,critical-path launch,7,unknown
2026-05-22T13:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T13:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T13:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T13:30:00Z,critical-path launches,critical-path launch,4,unknown
2026-05-22T13:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T14:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T14:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T14:00:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T14:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T14:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T14:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T14:30:00Z,critical-path launches,critical-path launch,2,unknown
2026-05-22T14:30:00Z,critical-path launches,seed reducer/final-stack,1,seed-5200005-reducer
2026-05-22T15:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T15:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T15:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T15:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T15:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T15:30:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T15:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T16:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T16:00:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T16:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T16:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T16:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T16:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T17:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T17:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T17:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T17:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T18:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T18:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T18:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T18:30:00Z,critical-path launches,seed reducer/final-stack,1,seed-5200005-reducer
2026-05-22T19:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T19:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T19:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T19:30:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T19:30:00Z,critical-path launches,critical-path launch,1,unknown
2026-05-22T19:30:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer
2026-05-22T20:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-22T20:00:00Z,PR controller,single-flight/concurrency,3,
2026-05-22T20:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap
2026-05-22T20:00:00Z,critical-path launches,critical-path launch,4,unknown; productive-analysis-action
2026-05-22T20:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-22T20:30:00Z,PR controller,single-flight/concurrency,3,PR07C/HOLD-07C
2026-05-22T20:30:00Z,critical-path launches,benchmark canary/exact-stack,1,benchmark-canary-fuzzer-gap
2026-05-22T20:30:00Z,critical-path launches,critical-path launch,5,unknown; productive-analysis-action
2026-05-22T21:00:00Z,PR controller,single-flight/concurrency,10,PR07C/HOLD-07C
2026-05-22T21:00:00Z,critical-path launches,critical-path launch,4,productive-analysis-action; unknown
2026-05-22T21:30:00Z,PR controller,single-flight/concurrency,2,PR07C/HOLD-07C
2026-05-22T21:30:00Z,critical-path launches,critical-path launch,1,productive-analysis-action
